0	0	0
0.0758	0	0
0.3156	1	2
0.4110	1	1
0.8334	0	0
0.8627	0	0
1.0949	0	0
1.1293	0	0
1.9399	0	0
2.1749	0	0
2.8657	0	0
2.9309	0	0
2.9839	0	0
3.0080	0	0
3.1274	0	0
3.5674	0	0
3.8483	0	0
4.3173	0	0
4.3369	0	0
4.7285	0	0
4.9596	0	0
5.2421	0	0
5.4301	1	3
5.5807	1	2
5.7741	1	2
5.9881	1	2
6.1327	1	1
6.3631	1	1
6.4250	0	0
6.6766	0	0
6.9376	0	0
6.9509	0	0
7.0051	0	0
7.4109	0	0
7.5550	0	0
7.7786	0	0
8.0252	0	0
8.1470	1	1
8.2558	0	0
8.3518	0	0
8.6151	0	0
8.7143	0	0
9.1555	0	0
9.2696	0	0
9.5359	0	0
9.8722	0	0
9.9834	0	0
10.4529	0	0
10.5864	0	0
11.2677	1	1
11.8021	1	4
11.8409	1	3
12.5979	1	6
12.6092	1	5
12.7318	1	4
12.7409	1	3
12.8653	1	2
12.9090	1	1
13.2831	1	1
13.4181	0	0
13.8462	0	0
14.3370	0	0
14.5036	1	2
14.7659	1	1
14.8714	1	1
15.1507	1	1
15.2182	0	0
15.6532	0	0
15.7550	0	0
15.8711	0	0
15.9083	0	0
16.5572	0	0
16.6003	0	0
16.7663	0	0
16.8287	1	1
16.8665	0	0
17.0645	0	0
17.2218	0	0
17.3692	0	0
17.3908	0	0
17.5337	1	1
17.6136	0	0
17.7433	1	1
17.9413	1	3
17.9752	1	2
17.9982	1	1
18.0045	0	0
18.7487	0	0
18.9327	0	0
19.1946	0	0
19.2627	0	0
19.5651	0	0
19.7831	0	0
19.8614	0	0
20.3407	0	0
20.6035	1	3
20.8875	1	2
21.0380	1	1
21.4291	1	2
21.4639	1	1
21.6122	1	1
21.7524	0	0
21.9781	0	0
22.1975	1	1
22.3117	0	0
22.8158	0	0
23.4306	0	0
23.5210	0	0
23.9450	0	0
24.4904	0	0
24.6204	0	0
25.6112	0	0
25.8728	0	0
26.2126	0	0
26.5345	1	2
26.6542	1	1
26.7301	0	0
27.3037	0	0
27.8336	0	0
28.0166	0	0
28.1408	0	0
28.6701	1	2
28.7761	1	2
28.8362	1	1
28.9317	1	1
28.9548	0	0
29.2273	0	0
29.6054	0	0
29.9563	0	0
30.2561	0	0
30.2876	0	0
30.7850	0	0
31.2973	0	0
31.6354	0	0
31.8926	0	0
32.1292	0	0
32.3282	0	0
32.6738	0	0
32.8549	0	0
33.1529	0	0
33.2992	0	0
33.4920	0	0
33.7665	0	0
33.8510	0	0
34.1753	0	0
34.4374	0	0
34.6458	1	2
34.6702	1	1
34.7510	0	0
34.8467	0	0
35.1164	0	0
35.5971	0	0
36.0947	0	0
36.6438	0	0
36.7928	0	0
37.4393	0	0
37.5167	0	0
38.4474	0	0
38.5850	0	0
38.8192	0	0
38.9776	0	0
39.1438	0	0
39.3279	0	0
39.7319	0	0
40.0403	0	0
40.4663	0	0
40.5673	0	0
40.7819	0	0
40.9066	0	0
41.1558	0	0
41.2630	0	0
41.4567	0	0
42.1155	0	0
42.4611	0	0
42.5583	0	0
42.9800	0	0
42.9886	0	0
43.1559	0	0
43.5051	0	0
44.0192	1	2
44.0400	1	1
44.1731	0	0
44.5747	0	0
44.6682	0	0
44.8631	1	1
44.8869	1	1
44.8954	0	0
45.3446	0	0
45.4378	0	0
45.7395	0	0
46.6164	0	0
46.7754	0	0
47.3471	0	0
47.6988	0	0
48.3774	0	0
48.7690	0	0
48.8918	0	0
49.1901	1	3
49.3250	1	2
49.6377	1	3
49.6390	1	2
49.8123	1	1
49.9226	1	1
49.9916	1	1
50.0120	0	0
50.3617	0	0
50.3910	0	0
50.4025	0	0
50.7633	0	0
51.0313	0	0
51.1857	0	0
51.2614	0	0
51.5111	0	0
51.5514	0	0
51.6827	0	0
51.9211	1	1
52.0348	0	0
52.2008	0	0
52.6328	1	1
52.7688	0	0
53.0374	0	0
53.6021	0	0
53.7724	0	0
54.3210	0	0
54.3506	0	0
54.6186	0	0
55.0115	0	0
55.3337	0	0
55.4683	0	0
55.6589	0	0
55.9139	0	0
56.2106	0	0
56.6164	0	0
56.8889	0	0
57.0205	1	1
57.0369	0	0
57.1743	0	0
57.2538	0	0
57.3023	0	0
57.7979	0	0
58.7886	0	0
58.9285	0	0
59.0613	0	0
59.7668	0	0
59.8112	0	0
60.2379	0	0
60.3989	0	0
60.5861	0	0
60.8542	0	0
61.4092	0	0
61.7284	1	2
61.8746	1	1
61.9036	0	0
62.0657	0	0
62.5390	0	0
62.6120	1	1
62.8801	1	3
63.0137	1	2
63.1702	1	2
63.2653	1	1
63.3137	0	0
63.5938	0	0
63.8372	0	0
63.8380	0	0
64.1061	1	1
64.2392	0	0
64.4499	0	0
64.9440	0	0
65.3943	0	0
65.5934	0	0
65.9395	0	0
65.9604	0	0
66.1205	1	2
66.3827	1	1
66.5134	0	0
66.6504	0	0
66.7810	0	0
67.2283	0	0
67.4054	0	0
67.8242	0	0
67.9183	0	0
67.9665	0	0
68.2001	0	0
68.4484	0	0
68.6337	0	0
68.8708	0	0
69.2430	0	0
69.3209	0	0
69.6225	0	0
70.0583	0	0
70.0798	0	0
70.4534	0	0
70.5887	0	0
70.7550	1	1
70.8019	1	1
70.8760	1	1
71.0022	1	2
71.3341	1	3
71.5606	1	3
71.5660	1	2
71.6603	1	2
71.7982	1	1
71.8547	0	0
72.2476	0	0
72.3618	0	0
72.9799	0	0
73.3223	0	0
73.5522	0	0
73.6551	1	1
73.8919	0	0
