0	0	0
1.7199	0	0
1.9366	0	0
2.3997	1	1
2.4932	0	0
3.1320	0	0
3.4475	0	0
3.8499	1	1
4.0017	0	0
4.6044	1	2
4.7559	1	4
4.9558	1	5
4.9758	1	4
5.0313	1	3
5.0333	1	2
5.0617	1	1
5.0917	0	0
6.3728	0	0
7.7409	1	3
7.7497	1	2
7.9941	1	1
8.1880	1	3
8.2554	1	2
8.4328	1	1
8.4732	0	0
8.9078	0	0
8.9730	0	0
9.0710	0	0
9.2610	0	0
9.6100	1	3
9.8012	1	4
9.8701	1	3
9.9489	1	2
9.9676	1	1
9.9924	0	0
10.2851	0	0
10.5177	1	1
10.7548	1	4
10.9482	1	4
10.9926	1	4
11.4017	1	5
11.6963	1	5
11.8371	1	5
12.0238	1	4
12.2449	1	3
12.2520	1	2
12.3382	1	2
12.3386	1	1
12.5887	1	2
12.9532	1	1
13.0063	0	0
13.4577	1	1
13.5290	1	1
13.7218	0	0
14.0802	1	1
14.2070	1	1
14.3970	1	1
14.5493	0	0
15.1639	1	1
15.5044	1	2
15.6314	1	1
15.7387	0	0
16.0427	0	0
16.2098	1	1
16.3058	1	1
16.3692	0	0
16.6426	1	1
16.7144	0	0
17.1861	1	1
17.1966	0	0
17.5402	0	0
17.6902	0	0
17.9117	0	0
18.0448	0	0
18.3317	0	0
18.5857	1	3
18.6328	1	2
18.6527	1	3
18.9250	1	2
18.9981	1	1
19.0226	0	0
19.3615	0	0
19.8358	0	0
20.2990	0	0
21.0790	0	0
21.3552	1	1
21.5430	0	0
22.0518	1	2
22.5518	1	5
22.6128	1	4
22.7015	1	3
22.9517	1	3
22.9671	1	2
23.0489	1	1
23.0999	1	1
23.2362	0	0
23.5063	1	1
23.6763	0	0
23.9925	0	0
24.7831	0	0
25.2958	0	0
25.7219	1	1
25.7423	1	1
25.8345	0	0
26.0427	0	0
26.5062	0	0
27.4864	1	1
27.5198	0	0
29.1793	1	1
29.3494	0	0
29.9961	1	3
30.0850	1	2
30.2840	1	1
30.4265	0	0
30.9391	0	0
31.2877	1	2
31.7877	1	3
31.8197	1	2
31.8284	1	1
31.8568	1	1
31.9281	0	0
32.5036	0	0
33.6918	1	2
33.7000	1	1
33.7303	0	0
34.1197	1	1
34.2207	0	0
34.3887	0	0
34.5192	1	1
34.6292	0	0
35.3612	0	0
35.6621	1	2
35.6973	1	1
35.8904	1	1
36.0831	1	1
36.2228	1	1
36.4923	1	1
36.5565	0	0
37.0436	1	1
37.4551	1	2
37.5017	1	1
37.5282	0	0
37.8841	0	0
38.2114	1	1
38.2371	1	1
38.2417	0	0
38.4893	0	0
38.5290	0	0
38.8625	0	0
39.3739	1	1
39.4348	1	2
39.5836	1	3
39.6720	1	2
39.8154	1	1
39.8557	0	0
40.0271	0	0
40.5222	1	1
40.6302	0	0
41.0165	1	1
41.0386	0	0
42.1726	1	2
42.6726	1	6
42.8248	1	5
42.9164	1	5
43.2147	1	6
43.5506	1	7
43.9135	1	8
44.2338	1	11
44.2528	1	10
44.5712	1	10
44.5885	1	9
44.6254	1	8
44.6907	1	7
44.7146	1	6
44.8593	1	7
44.9429	1	6
45.1219	1	5
45.2505	1	4
45.3456	1	3
45.4456	1	2
45.4460	1	1
45.6554	1	1
45.7534	0	0
45.8990	0	0
46.0928	1	4
46.2683	1	3
46.2884	1	2
46.3112	1	1
46.3748	1	1
46.4224	0	0
46.5993	0	0
46.7569	0	0
47.1508	0	0
48.0935	1	1
48.1316	0	0
48.4437	1	2
48.4452	1	1
48.4673	0	0
48.7588	1	2
48.8083	1	2
48.9001	1	1
48.9436	0	0
49.0734	1	1
49.1075	0	0
49.9060	1	1
50.0986	0	0
50.4044	1	2
50.4107	1	1
50.6340	0	0
51.4461	0	0
51.6560	0	0
52.0790	1	1
52.1126	0	0
52.6382	0	0
53.0692	0	0
53.8602	0	0
53.9997	0	0
54.3633	0	0
55.5173	1	1
55.5761	0	0
55.8817	0	0
56.1651	0	0
57.4359	0	0
58.0062	1	1
58.1458	0	0
58.1986	0	0
58.2440	0	0
58.6208	0	0
59.7341	1	3
59.8015	1	2
59.8105	1	1
60.0585	0	0
61.1535	0	0
61.3573	0	0
61.6379	1	1
61.6586	0	0
62.5544	0	0
62.9302	0	0
63.0854	0	0
63.2722	1	1
63.3013	0	0
63.6640	1	1
63.7277	0	0
64.0442	0	0
64.3131	0	0
64.5855	0	0
64.9065	1	1
64.9342	0	0
65.1858	0	0
65.4603	0	0
65.8115	0	0
66.5049	0	0
66.8262	0	0
